newborn_repo,vintage_quarter,dependency_name
rushter/MLAlgorithms,2016Q4,scipy
rushter/MLAlgorithms,2016Q4,seaborn
rushter/MLAlgorithms,2016Q4,six
rushter/MLAlgorithms,2016Q4,tqdm
ageitgey/face_recognition,2017Q1,click
ageitgey/face_recognition,2017Q1,dlib
ageitgey/face_recognition,2017Q1,face-recognition-models
ageitgey/face_recognition,2017Q1,numpy
ageitgey/face_recognition,2017Q1,pillow
ageitgey/face_recognition,2017Q1,scipy
eriklindernoren/ML-From-Scratch,2017Q1,cvxopt
eriklindernoren/ML-From-Scratch,2017Q1,matplotlib
eriklindernoren/ML-From-Scratch,2017Q1,numpy
eriklindernoren/ML-From-Scratch,2017Q1,pandas
eriklindernoren/ML-From-Scratch,2017Q1,progressbar
eriklindernoren/ML-From-Scratch,2017Q1,scipy
eriklindernoren/ML-From-Scratch,2017Q1,sklearn
google/python-fire,2017Q1,six
pypa/pipenv,2017Q1,alabaster
pypa/pipenv,2017Q1,appdirs
pypa/pipenv,2017Q1,babel
pypa/pipenv,2017Q1,backports-shutil-get-terminal-size
pypa/pipenv,2017Q1,certifi
pypa/pipenv,2017Q1,chardet
pypa/pipenv,2017Q1,delegator-py
pypa/pipenv,2017Q1,docutils
pypa/pipenv,2017Q1,funcsigs
pypa/pipenv,2017Q1,idna
pypa/pipenv,2017Q1,imagesize
pypa/pipenv,2017Q1,jinja2
pypa/pipenv,2017Q1,markupsafe
pypa/pipenv,2017Q1,mock
pypa/pipenv,2017Q1,packaging
pypa/pipenv,2017Q1,pathlib
pypa/pipenv,2017Q1,pbr
pypa/pipenv,2017Q1,pew
pypa/pipenv,2017Q1,pexpect
pypa/pipenv,2017Q1,pip
pypa/pipenv,2017Q1,ptyprocess
pypa/pipenv,2017Q1,py
pypa/pipenv,2017Q1,pygments
pypa/pipenv,2017Q1,pyparsing
pypa/pipenv,2017Q1,pytest
pypa/pipenv,2017Q1,pythonz-bd
pypa/pipenv,2017Q1,pytz
pypa/pipenv,2017Q1,requests
pypa/pipenv,2017Q1,shutilwhich
pypa/pipenv,2017Q1,six
pypa/pipenv,2017Q1,snowballstemmer
pypa/pipenv,2017Q1,sphinx
pypa/pipenv,2017Q1,toml
pypa/pipenv,2017Q1,urllib3
pypa/pipenv,2017Q1,virtualenv
pypa/pipenv,2017Q1,virtualenv-clone
treeverse/dvc,2017Q1,altgraph
treeverse/dvc,2017Q1,appdirs
treeverse/dvc,2017Q1,backports-shutil-get-terminal-size
treeverse/dvc,2017Q1,boto
treeverse/dvc,2017Q1,cachetools
treeverse/dvc,2017Q1,colorama
treeverse/dvc,2017Q1,configobj
treeverse/dvc,2017Q1,configparser
treeverse/dvc,2017Q1,decorator
treeverse/dvc,2017Q1,dill
treeverse/dvc,2017Q1,enum34
treeverse/dvc,2017Q1,fasteners
treeverse/dvc,2017Q1,funcsigs
treeverse/dvc,2017Q1,future
treeverse/dvc,2017Q1,futures
treeverse/dvc,2017Q1,gapic-google-cloud-datastore-v1
treeverse/dvc,2017Q1,gapic-google-cloud-error-reporting-v1beta1
treeverse/dvc,2017Q1,gapic-google-cloud-logging-v2
treeverse/dvc,2017Q1,gapic-google-cloud-pubsub-v1
treeverse/dvc,2017Q1,gapic-google-cloud-spanner-admin-database-v1
treeverse/dvc,2017Q1,gapic-google-cloud-spanner-admin-instance-v1
treeverse/dvc,2017Q1,gapic-google-cloud-spanner-v1
treeverse/dvc,2017Q1,gapic-google-cloud-speech-v1beta1
treeverse/dvc,2017Q1,gapic-google-cloud-vision-v1
treeverse/dvc,2017Q1,google-auth
treeverse/dvc,2017Q1,google-auth-httplib2
treeverse/dvc,2017Q1,google-cloud
treeverse/dvc,2017Q1,google-cloud-bigquery
treeverse/dvc,2017Q1,google-cloud-bigtable
treeverse/dvc,2017Q1,google-cloud-core
treeverse/dvc,2017Q1,google-cloud-datastore
treeverse/dvc,2017Q1,google-cloud-dns
treeverse/dvc,2017Q1,google-cloud-error-reporting
treeverse/dvc,2017Q1,google-cloud-language
treeverse/dvc,2017Q1,google-cloud-logging
treeverse/dvc,2017Q1,google-cloud-monitoring
treeverse/dvc,2017Q1,google-cloud-pubsub
treeverse/dvc,2017Q1,google-cloud-resource-manager
treeverse/dvc,2017Q1,google-cloud-runtimeconfig
treeverse/dvc,2017Q1,google-cloud-spanner
treeverse/dvc,2017Q1,google-cloud-speech
treeverse/dvc,2017Q1,google-cloud-storage
treeverse/dvc,2017Q1,google-cloud-translate
treeverse/dvc,2017Q1,google-cloud-vision
treeverse/dvc,2017Q1,google-compute-engine
treeverse/dvc,2017Q1,google-gax
treeverse/dvc,2017Q1,googleapis-common-protos
treeverse/dvc,2017Q1,grpc-google-iam-v1
treeverse/dvc,2017Q1,grpcio
treeverse/dvc,2017Q1,httplib2
treeverse/dvc,2017Q1,ipython
treeverse/dvc,2017Q1,ipython-genutils
treeverse/dvc,2017Q1,macholib
treeverse/dvc,2017Q1,mock
treeverse/dvc,2017Q1,modulegraph
treeverse/dvc,2017Q1,monotonic
treeverse/dvc,2017Q1,networkx
treeverse/dvc,2017Q1,nose
treeverse/dvc,2017Q1,oauth2client
treeverse/dvc,2017Q1,packaging
treeverse/dvc,2017Q1,pathlib
treeverse/dvc,2017Q1,pathlib2
treeverse/dvc,2017Q1,pbr
treeverse/dvc,2017Q1,pexpect
treeverse/dvc,2017Q1,pickleshare
treeverse/dvc,2017Q1,ply
treeverse/dvc,2017Q1,prompt-toolkit
treeverse/dvc,2017Q1,proto-google-cloud-datastore-v1
treeverse/dvc,2017Q1,proto-google-cloud-error-reporting-v1beta1
treeverse/dvc,2017Q1,proto-google-cloud-logging-v2
treeverse/dvc,2017Q1,proto-google-cloud-pubsub-v1
treeverse/dvc,2017Q1,proto-google-cloud-spanner-admin-database-v1
treeverse/dvc,2017Q1,proto-google-cloud-spanner-admin-instance-v1
treeverse/dvc,2017Q1,proto-google-cloud-spanner-v1
treeverse/dvc,2017Q1,proto-google-cloud-speech-v1beta1
treeverse/dvc,2017Q1,proto-google-cloud-vision-v1
treeverse/dvc,2017Q1,protobuf
treeverse/dvc,2017Q1,ptyprocess
treeverse/dvc,2017Q1,pyasn1
treeverse/dvc,2017Q1,pyasn1-modules
treeverse/dvc,2017Q1,pygments
treeverse/dvc,2017Q1,pyinstaller
treeverse/dvc,2017Q1,pyparsing
treeverse/dvc,2017Q1,requests
treeverse/dvc,2017Q1,rsa
treeverse/dvc,2017Q1,scandir
treeverse/dvc,2017Q1,simplegeneric
treeverse/dvc,2017Q1,six
treeverse/dvc,2017Q1,traitlets
treeverse/dvc,2017Q1,wcwidth
youfou/wxpy,2017Q1,future
youfou/wxpy,2017Q1,itchat
youfou/wxpy,2017Q1,requests
wandb/wandb,2017Q1,click
wandb/wandb,2017Q1,gitpython
wandb/wandb,2017Q1,gql
wandb/wandb,2017Q1,inquirer
wandb/wandb,2017Q1,psutil
wandb/wandb,2017Q1,requests
wandb/wandb,2017Q1,six
wandb/wandb,2017Q1,watchdog
fossasia/visdom,2017Q1,numpy
fossasia/visdom,2017Q1,pillow
fossasia/visdom,2017Q1,pyzmq
fossasia/visdom,2017Q1,requests
fossasia/visdom,2017Q1,six
fossasia/visdom,2017Q1,tornado
yandex/gixy,2017Q1,argparse
yandex/gixy,2017Q1,cached-property
yandex/gixy,2017Q1,configargparse
yandex/gixy,2017Q1,jinja2
yandex/gixy,2017Q1,pyparsing
yandex/gixy,2017Q1,six
Qiskit/qiskit,2017Q1,ibmquantumexperience
Qiskit/qiskit,2017Q1,matplotlib
Qiskit/qiskit,2017Q1,networkx
Qiskit/qiskit,2017Q1,numpy
Qiskit/qiskit,2017Q1,ply
Qiskit/qiskit,2017Q1,requests
Qiskit/qiskit,2017Q1,scipy
Qiskit/qiskit,2017Q1,sphinx
freqtrade/freqtrade,2017Q2,arrow
freqtrade/freqtrade,2017Q2,hyperopt
freqtrade/freqtrade,2017Q2,jsonschema
freqtrade/freqtrade,2017Q2,networkx
freqtrade/freqtrade,2017Q2,numpy
freqtrade/freqtrade,2017Q2,pandas
freqtrade/freqtrade,2017Q2,pytest
freqtrade/freqtrade,2017Q2,pytest-cov
freqtrade/freqtrade,2017Q2,pytest-mock
freqtrade/freqtrade,2017Q2,python-bittrex
freqtrade/freqtrade,2017Q2,python-telegram-bot
freqtrade/freqtrade,2017Q2,requests
freqtrade/freqtrade,2017Q2,scikit-learn
freqtrade/freqtrade,2017Q2,scipy
freqtrade/freqtrade,2017Q2,sqlalchemy
freqtrade/freqtrade,2017Q2,ta-lib
freqtrade/freqtrade,2017Q2,tabulate
freqtrade/freqtrade,2017Q2,urllib3
freqtrade/freqtrade,2017Q2,wrapt
pydantic/pydantic,2017Q2,msgpack-python
pydantic/pydantic,2017Q2,ujson
tensorflow/tensor2tensor,2017Q2,bz2file
tensorflow/tensor2tensor,2017Q2,future
tensorflow/tensor2tensor,2017Q2,numpy
tensorflow/tensor2tensor,2017Q2,requests
tensorflow/tensor2tensor,2017Q2,six
tensorflow/tensor2tensor,2017Q2,sympy
openai/baselines,2017Q2,azure
openai/baselines,2017Q2,dill
openai/baselines,2017Q2,gym
openai/baselines,2017Q2,joblib
openai/baselines,2017Q2,mpi4py
openai/baselines,2017Q2,progressbar2
openai/baselines,2017Q2,scipy
openai/baselines,2017Q2,tensorflow
openai/baselines,2017Q2,tqdm
openai/baselines,2017Q2,zmq
pyecharts/pyecharts,2017Q2,future
pyecharts/pyecharts,2017Q2,jinja2
pyecharts/pyecharts,2017Q2,jupyter-pip
pyecharts/pyecharts,2017Q2,pillow
allenai/allennlp,2017Q2,argparse
allenai/allennlp,2017Q2,awscli
allenai/allennlp,2017Q2,cffi
allenai/allennlp,2017Q2,editdistance
allenai/allennlp,2017Q2,h5py
allenai/allennlp,2017Q2,jupyter
allenai/allennlp,2017Q2,nltk
allenai/allennlp,2017Q2,numpy
allenai/allennlp,2017Q2,overrides
allenai/allennlp,2017Q2,pillow
allenai/allennlp,2017Q2,psycopg2
allenai/allennlp,2017Q2,pyhocon
allenai/allennlp,2017Q2,requests
allenai/allennlp,2017Q2,sanic
allenai/allennlp,2017Q2,sanic-cors
allenai/allennlp,2017Q2,spacy
allenai/allennlp,2017Q2,tensorboard-pytorch
allenai/allennlp,2017Q2,tqdm
allenai/allennlp,2017Q2,typing
kkroening/ffmpeg-python,2017Q2,alabaster
kkroening/ffmpeg-python,2017Q2,babel
kkroening/ffmpeg-python,2017Q2,certifi
kkroening/ffmpeg-python,2017Q2,chardet
kkroening/ffmpeg-python,2017Q2,docutils
kkroening/ffmpeg-python,2017Q2,future
kkroening/ffmpeg-python,2017Q2,idna
kkroening/ffmpeg-python,2017Q2,imagesize
kkroening/ffmpeg-python,2017Q2,jinja2
kkroening/ffmpeg-python,2017Q2,markupsafe
kkroening/ffmpeg-python,2017Q2,pluggy
kkroening/ffmpeg-python,2017Q2,py
kkroening/ffmpeg-python,2017Q2,pygments
kkroening/ffmpeg-python,2017Q2,pytest
kkroening/ffmpeg-python,2017Q2,pytest-runner
kkroening/ffmpeg-python,2017Q2,pytz
kkroening/ffmpeg-python,2017Q2,requests
kkroening/ffmpeg-python,2017Q2,six
kkroening/ffmpeg-python,2017Q2,snowballstemmer
kkroening/ffmpeg-python,2017Q2,sphinx
kkroening/ffmpeg-python,2017Q2,sphinxcontrib-websupport
kkroening/ffmpeg-python,2017Q2,tox
kkroening/ffmpeg-python,2017Q2,typing
kkroening/ffmpeg-python,2017Q2,urllib3
kkroening/ffmpeg-python,2017Q2,virtualenv
facebookresearch/fairseq,2017Q3,cffi
facebookresearch/fairseq,2017Q3,numpy
facebookresearch/fairseq,2017Q3,torch
facebookresearch/fairseq,2017Q3,tqdm
fivetran/great_expectations,2017Q3,numpy
fivetran/great_expectations,2017Q3,pandas
fivetran/great_expectations,2017Q3,python-dateutil
fivetran/great_expectations,2017Q3,pytz
fivetran/great_expectations,2017Q3,scipy
fivetran/great_expectations,2017Q3,six
OpenMined/PySyft,2017Q3,google-api-python-client
OpenMined/PySyft,2017Q3,google-auth
OpenMined/PySyft,2017Q3,google-auth-oauthlib
OpenMined/PySyft,2017Q3,portalocker
OpenMined/PySyft,2017Q3,pydantic-settings
OpenMined/PySyft,2017Q3,rich
OpenMined/PySyft,2017Q3,syft-crypto-python
OpenMined/PySyft,2017Q3,syft-dataset
OpenMined/PySyft,2017Q3,syft-migration
OpenMined/PySyft,2017Q3,syft-permissions
OpenMined/PySyft,2017Q3,syft-perms
openatx/uiautomator2,2017Q3,fire
openatx/uiautomator2,2017Q3,humanize
openatx/uiautomator2,2017Q3,progress
openatx/uiautomator2,2017Q3,requests
openatx/uiautomator2,2017Q3,retry
openatx/uiautomator2,2017Q3,six
google-deepmind/pysc2,2017Q3,absl-py
google-deepmind/pysc2,2017Q3,enum34
google-deepmind/pysc2,2017Q3,future
google-deepmind/pysc2,2017Q3,futures
google-deepmind/pysc2,2017Q3,mock
google-deepmind/pysc2,2017Q3,mpyq
google-deepmind/pysc2,2017Q3,numpy
google-deepmind/pysc2,2017Q3,portpicker
google-deepmind/pysc2,2017Q3,protobuf
google-deepmind/pysc2,2017Q3,pygame
google-deepmind/pysc2,2017Q3,requests
google-deepmind/pysc2,2017Q3,s2clientprotocol
google-deepmind/pysc2,2017Q3,six
google-deepmind/pysc2,2017Q3,sk-video
google-deepmind/pysc2,2017Q3,websocket-client
lmcinnes/umap,2017Q3,numba
lmcinnes/umap,2017Q3,numpy
lmcinnes/umap,2017Q3,scikit-learn
lmcinnes/umap,2017Q3,scipy
deepfakes/faceswap,2017Q4,cmake
deepfakes/faceswap,2017Q4,dlib
deepfakes/faceswap,2017Q4,face-recognition
deepfakes/faceswap,2017Q4,ffmpy
deepfakes/faceswap,2017Q4,h5py
deepfakes/faceswap,2017Q4,keras
deepfakes/faceswap,2017Q4,matplotlib
deepfakes/faceswap,2017Q4,opencv-python
deepfakes/faceswap,2017Q4,pathlib
deepfakes/faceswap,2017Q4,scandir
deepfakes/faceswap,2017Q4,scikit-image
deepfakes/faceswap,2017Q4,tqdm
facebookresearch/Detectron,2017Q4,cython
facebookresearch/Detectron,2017Q4,matplotlib
facebookresearch/Detectron,2017Q4,mock
facebookresearch/Detectron,2017Q4,numpy
facebookresearch/Detectron,2017Q4,opencv-python
facebookresearch/Detectron,2017Q4,pyyaml
facebookresearch/Detectron,2017Q4,scipy
facebookresearch/Detectron,2017Q4,setuptools
matterport/Mask_RCNN,2017Q4,cython
matterport/Mask_RCNN,2017Q4,h5py
matterport/Mask_RCNN,2017Q4,imgaug
matterport/Mask_RCNN,2017Q4,ipython
matterport/Mask_RCNN,2017Q4,keras
matterport/Mask_RCNN,2017Q4,matplotlib
matterport/Mask_RCNN,2017Q4,numpy
matterport/Mask_RCNN,2017Q4,opencv-python
matterport/Mask_RCNN,2017Q4,pillow
matterport/Mask_RCNN,2017Q4,scikit-image
matterport/Mask_RCNN,2017Q4,scipy
matterport/Mask_RCNN,2017Q4,tensorflow
pyg-team/pytorch_geometric,2017Q4,cupy
pyg-team/pytorch_geometric,2017Q4,h5py
pyg-team/pytorch_geometric,2017Q4,numpy
pyg-team/pytorch_geometric,2017Q4,plyfile
pyg-team/pytorch_geometric,2017Q4,requests
pyg-team/pytorch_geometric,2017Q4,scipy
pyg-team/pytorch_geometric,2017Q4,torch-cluster
pyg-team/pytorch_geometric,2017Q4,torch-scatter
pyg-team/pytorch_geometric,2017Q4,torch-unique
caronc/apprise,2017Q4,click
caronc/apprise,2017Q4,decorator
caronc/apprise,2017Q4,markdown
caronc/apprise,2017Q4,oauthlib
caronc/apprise,2017Q4,requests
caronc/apprise,2017Q4,requests-oauthlib
caronc/apprise,2017Q4,six
caronc/apprise,2017Q4,urllib3
PaddlePaddle/PaddleSpeech,2017Q4,python-speech-features
PaddlePaddle/PaddleSpeech,2017Q4,resampy
PaddlePaddle/PaddleSpeech,2017Q4,scipy
PaddlePaddle/PaddleSpeech,2017Q4,soundfile
simonw/datasette,2017Q4,click
simonw/datasette,2017Q4,click-default-group
simonw/datasette,2017Q4,hupper
simonw/datasette,2017Q4,jinja2
simonw/datasette,2017Q4,pint
simonw/datasette,2017Q4,pluggy
simonw/datasette,2017Q4,sanic
keras-team/autokeras,2017Q4,h5py
keras-team/autokeras,2017Q4,keras
keras-team/autokeras,2017Q4,numpy
keras-team/autokeras,2017Q4,pillow
keras-team/autokeras,2017Q4,pydot
keras-team/autokeras,2017Q4,pytest
keras-team/autokeras,2017Q4,pytest-cov
keras-team/autokeras,2017Q4,scikit-learn
keras-team/autokeras,2017Q4,scipy
keras-team/autokeras,2017Q4,tensorflow
psf/black,2018Q1,appdirs
psf/black,2018Q1,attrs
psf/black,2018Q1,click
psf/black,2018Q1,toml
python-poetry/poetry,2018Q1,cachecontrol
python-poetry/poetry,2018Q1,cachy
python-poetry/poetry,2018Q1,cleo
python-poetry/poetry,2018Q1,html5lib
python-poetry/poetry,2018Q1,jsonschema
python-poetry/poetry,2018Q1,pathlib2
python-poetry/poetry,2018Q1,pkginfo
python-poetry/poetry,2018Q1,pyparsing
python-poetry/poetry,2018Q1,pyrsistent
python-poetry/poetry,2018Q1,requests
python-poetry/poetry,2018Q1,requests-toolbelt
python-poetry/poetry,2018Q1,shellingham
python-poetry/poetry,2018Q1,tomlkit
python-poetry/poetry,2018Q1,typing
python-poetry/poetry,2018Q1,virtualenv
jaakkopasanen/AutoEq,2018Q1,ghostscript
jaakkopasanen/AutoEq,2018Q1,matplotlib
jaakkopasanen/AutoEq,2018Q1,numpy
jaakkopasanen/AutoEq,2018Q1,pandas
jaakkopasanen/AutoEq,2018Q1,pillow
jaakkopasanen/AutoEq,2018Q1,pypdf2
jaakkopasanen/AutoEq,2018Q1,requests
jaakkopasanen/AutoEq,2018Q1,scipy
jaakkopasanen/AutoEq,2018Q1,tabulate
jaakkopasanen/AutoEq,2018Q1,tensorflow
gruns/icecream,2018Q1,colorama
gruns/icecream,2018Q1,pygments
gruns/icecream,2018Q1,untokenize
AirtestProject/Airtest,2018Q1,facebook-wda
AirtestProject/Airtest,2018Q1,jinja2
AirtestProject/Airtest,2018Q1,opencv-contrib-python
AirtestProject/Airtest,2018Q1,pillow
AirtestProject/Airtest,2018Q1,pywinauto
AirtestProject/Airtest,2018Q1,requests
AirtestProject/Airtest,2018Q1,six
Kaggle/kaggle-cli,2018Q1,certifi
Kaggle/kaggle-cli,2018Q1,python-dateutil
Kaggle/kaggle-cli,2018Q1,requests
Kaggle/kaggle-cli,2018Q1,six
Kaggle/kaggle-cli,2018Q1,tqdm
Kaggle/kaggle-cli,2018Q1,urllib3
Drakkar-Software/OctoBot,2018Q1,ccxt
Drakkar-Software/OctoBot,2018Q1,colorlog
Drakkar-Software/OctoBot,2018Q1,cryptography
Drakkar-Software/OctoBot,2018Q1,flask
Drakkar-Software/OctoBot,2018Q1,jinja2
Drakkar-Software/OctoBot,2018Q1,newspaper3k
Drakkar-Software/OctoBot,2018Q1,praw
Drakkar-Software/OctoBot,2018Q1,psutil
Drakkar-Software/OctoBot,2018Q1,python-binance
Drakkar-Software/OctoBot,2018Q1,python-telegram-bot
Drakkar-Software/OctoBot,2018Q1,python-twitter
Drakkar-Software/OctoBot,2018Q1,pytrends
Drakkar-Software/OctoBot,2018Q1,requests
Drakkar-Software/OctoBot,2018Q1,tensorflow
Drakkar-Software/OctoBot,2018Q1,tensorflow-tensorboard
Drakkar-Software/OctoBot,2018Q1,tulipy
Drakkar-Software/OctoBot,2018Q1,twisted
Drakkar-Software/OctoBot,2018Q1,vadersentiment
mlflow/mlflow,2018Q2,boto3
mlflow/mlflow,2018Q2,click
mlflow/mlflow,2018Q2,databricks-cli
mlflow/mlflow,2018Q2,flask
mlflow/mlflow,2018Q2,gitpython
mlflow/mlflow,2018Q2,gunicorn
mlflow/mlflow,2018Q2,mleap
mlflow/mlflow,2018Q2,numpy
mlflow/mlflow,2018Q2,pandas
mlflow/mlflow,2018Q2,protobuf
mlflow/mlflow,2018Q2,python-dateutil
mlflow/mlflow,2018Q2,pyyaml
mlflow/mlflow,2018Q2,querystring-parser
mlflow/mlflow,2018Q2,requests
mlflow/mlflow,2018Q2,scikit-learn
mlflow/mlflow,2018Q2,scipy
mlflow/mlflow,2018Q2,simplejson
mlflow/mlflow,2018Q2,six
albumentations-team/albumentations,2018Q2,imgaug
albumentations-team/albumentations,2018Q2,numpy
albumentations-team/albumentations,2018Q2,opencv-python
albumentations-team/albumentations,2018Q2,scipy
flairNLP/flair,2018Q2,deprecated
flairNLP/flair,2018Q2,gensim
flairNLP/flair,2018Q2,matplotlib
flairNLP/flair,2018Q2,mpld3
flairNLP/flair,2018Q2,pytest
flairNLP/flair,2018Q2,segtok
flairNLP/flair,2018Q2,sklearn
flairNLP/flair,2018Q2,sqlitedict
flairNLP/flair,2018Q2,torch
flairNLP/flair,2018Q2,tqdm
flairNLP/flair,2018Q2,typing
microsoft/nni,2018Q2,astor
microsoft/nni,2018Q2,hyperopt
microsoft/nni,2018Q2,json-tricks
microsoft/nni,2018Q2,numpy
microsoft/nni,2018Q2,psutil
microsoft/nni,2018Q2,pyhdfs
microsoft/nni,2018Q2,pyyaml
microsoft/nni,2018Q2,requests
microsoft/nni,2018Q2,schema
microsoft/nni,2018Q2,scipy
Kludex/starlette,2018Q2,aiofiles
Kludex/starlette,2018Q2,asyncpg
Kludex/starlette,2018Q2,black
Kludex/starlette,2018Q2,codecov
Kludex/starlette,2018Q2,graphene
Kludex/starlette,2018Q2,isort
Kludex/starlette,2018Q2,itsdangerous
Kludex/starlette,2018Q2,jinja2
Kludex/starlette,2018Q2,mkdocs
Kludex/starlette,2018Q2,mkdocs-material
Kludex/starlette,2018Q2,mypy
Kludex/starlette,2018Q2,psycopg2-binary
Kludex/starlette,2018Q2,pytest
Kludex/starlette,2018Q2,pytest-cov
Kludex/starlette,2018Q2,python-multipart
Kludex/starlette,2018Q2,pyyaml
Kludex/starlette,2018Q2,requests
Kludex/starlette,2018Q2,sqlalchemy
Kludex/starlette,2018Q2,ujson
cleanlab/cleanlab,2018Q2,numpy
cleanlab/cleanlab,2018Q2,scikit-learn
cleanlab/cleanlab,2018Q2,scipy
open-mmlab/mmdetection,2018Q3,matplotlib
open-mmlab/mmdetection,2018Q3,mmcv
open-mmlab/mmdetection,2018Q3,numpy
open-mmlab/mmdetection,2018Q3,pycocotools
open-mmlab/mmdetection,2018Q3,six
open-mmlab/mmdetection,2018Q3,terminaltables
kornia/kornia,2018Q3,torch
ultralytics/yolov3,2018Q3,matplotlib
ultralytics/yolov3,2018Q3,numpy
ultralytics/yolov3,2018Q3,opencv-python
ultralytics/yolov3,2018Q3,torch
unit8co/darts,2018Q3,dateutils
unit8co/darts,2018Q3,fbprophet
unit8co/darts,2018Q3,pandas
unit8co/darts,2018Q3,pyramid-arima
unit8co/darts,2018Q3,scikit-learn
unit8co/darts,2018Q3,statsmodels
open-mmlab/mmcv,2018Q3,addict
open-mmlab/mmcv,2018Q3,numpy
open-mmlab/mmcv,2018Q3,opencv-python
open-mmlab/mmcv,2018Q3,pyyaml
open-mmlab/mmcv,2018Q3,requests
open-mmlab/mmcv,2018Q3,six
huggingface/transformers,2018Q4,boto3
huggingface/transformers,2018Q4,numpy
huggingface/transformers,2018Q4,regex
huggingface/transformers,2018Q4,requests
huggingface/transformers,2018Q4,torch
huggingface/transformers,2018Q4,tqdm
sherlock-project/sherlock,2018Q4,beautifulsoup4
sherlock-project/sherlock,2018Q4,bs4
sherlock-project/sherlock,2018Q4,certifi
sherlock-project/sherlock,2018Q4,chardet
sherlock-project/sherlock,2018Q4,colorama
sherlock-project/sherlock,2018Q4,idna
sherlock-project/sherlock,2018Q4,lxml
sherlock-project/sherlock,2018Q4,pysocks
sherlock-project/sherlock,2018Q4,requests
sherlock-project/sherlock,2018Q4,requests-futures
sherlock-project/sherlock,2018Q4,soupsieve
sherlock-project/sherlock,2018Q4,stem
sherlock-project/sherlock,2018Q4,torrequest
sherlock-project/sherlock,2018Q4,urllib3
gradio-app/gradio,2018Q4,beautifulsoup4
gradio-app/gradio,2018Q4,nest-asyncio
gradio-app/gradio,2018Q4,numpy
gradio-app/gradio,2018Q4,pillow
gradio-app/gradio,2018Q4,psutil
gradio-app/gradio,2018Q4,requests
gradio-app/gradio,2018Q4,websockets
jax-ml/jax,2018Q4,absl-py
jax-ml/jax,2018Q4,numpy
jax-ml/jax,2018Q4,opt-einsum
jax-ml/jax,2018Q4,protobuf
jax-ml/jax,2018Q4,six
d2l-ai/d2l-en,2018Q4,jupyter
d2l-ai/d2l-en,2018Q4,matplotlib
d2l-ai/d2l-en,2018Q4,numpy
jantic/DeOldify,2018Q4,bcolz
jantic/DeOldify,2018Q4,bleach
jantic/DeOldify,2018Q4,certifi
jantic/DeOldify,2018Q4,cycler
jantic/DeOldify,2018Q4,decorator
jantic/DeOldify,2018Q4,entrypoints
jantic/DeOldify,2018Q4,feather-format
jantic/DeOldify,2018Q4,graphviz
jantic/DeOldify,2018Q4,html5lib
jantic/DeOldify,2018Q4,ipykernel
jantic/DeOldify,2018Q4,ipython
jantic/DeOldify,2018Q4,ipython-genutils
jantic/DeOldify,2018Q4,ipywidgets
jantic/DeOldify,2018Q4,isoweek
jantic/DeOldify,2018Q4,jedi
jantic/DeOldify,2018Q4,jinja2
jantic/DeOldify,2018Q4,jsonschema
jantic/DeOldify,2018Q4,jupyter
jantic/DeOldify,2018Q4,jupyterlab
jantic/DeOldify,2018Q4,markupsafe
jantic/DeOldify,2018Q4,matplotlib
jantic/DeOldify,2018Q4,mistune
jantic/DeOldify,2018Q4,nbconvert
jantic/DeOldify,2018Q4,nbformat
jantic/DeOldify,2018Q4,notebook
jantic/DeOldify,2018Q4,numpy
jantic/DeOldify,2018Q4,olefile
jantic/DeOldify,2018Q4,opencv-python
jantic/DeOldify,2018Q4,pandas
jantic/DeOldify,2018Q4,pandas-summary
jantic/DeOldify,2018Q4,pexpect
jantic/DeOldify,2018Q4,pickleshare
jantic/DeOldify,2018Q4,pillow
